age,gender,height_cm,weight_kg,body_fat_percent,diastolic,systolic,grip_force,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class
21,0,175.1,103.6,0.391,89,147,28.8,-14.3,20,119,D
64,1,163.6,55.2,0.271,67,112,22.7,20.9,29,126,A
24,0,173.6,71.2,0.171,85,152,53.4,9.4,53,209,C
39,1,167.8,65.7,0.301,85,127,35.9,23.8,43,174,B
21,0,183,80.1,0.176,72,138,44.7,21,52,238,C
27,0,165.8,73.8,0.291,84,143,35.3,6,39,197,D
36,0,166.7,74.1,0.203,85,152,46.3,22.9,59,243,A
23,1,162.7,63.9,0.367,77,134,30.5,27.3,30,169,C
24,1,164.8,52,0.221,63,101,26.2,24.7,42,153,B
62,1,162.4,68.1,0.253,80,120,29.4,12.5,18,140,C
39,1,161.5,52,0.264,67,118,23.6,22.5,20,188,C
62,1,155,50.7,0.311,90,141,23,28.3,11,150,C
22,1,154.8,59.3,0.342,79,112,30.6,10.1,48,167,C
64,1,158,62.3,0.328,94,148,22.4,21.2,7,121,D
22,0,172.1,80.2,0.23,80,131,49.6,5.9,61,168,D
22,0,172.9,76.3,0.207,89,139,56.4,13.9,49,212,C
24,1,165.2,53.7,0.289,68,105,21.8,23.3,45,163,C
43,0,171.3,65.76,0.229,73,115,31.7,13.4,50,198,C
25,0,176.4,70.4,0.193,94,136,42.1,7.5,31,234,D
36,1,156.1,48.9,0.218,89,133,28.3,24.5,30,166,C
49,0,181.9,73.4,0.164,74,133,40.7,-7,36,200,D
54,1,150.9,54.4,0.326,65,108,22.1,24.7,21,148,B
56,0,173.7,76.3,0.203,77,140,45.5,16.5,38,215,A
24,0,179.3,86.4,0.2257,71,155,44.9,16.1,49,232,D
46,0,176.1,69.2,0.113,81,151,48.1,16.3,42,238,A
24,1,160,51.8,0.328,80,130,23,10.2,24,120,C
21,0,174.8,78.7,0.201,65,141,45.9,12.5,58,199,C
21,1,160.8,48.9,0.273,68,113,26.5,17,47,193,B
25,1,168.1,57.5,0.302,60,96,26.9,19.8,30,174,B
21,0,169.5,61.6,0.124,78,136,27.2,19.3,64,200,C
51,0,169,69,0.23,56,112,33.7,12.8,27,224,C
21,0,175.8,66.26,0.099,85,133,42.2,14.6,42,182,C
21,0,171.6,72.5,0.245,74,136,33.3,-3,33,203,D
44,1,157.6,46.8,0.229,77,141,28.4,15.6,15,149,D
62,1,153.3,54.9,0.304,83,157,21.3,25,19,121,B
63,0,174.4,71.8,0.221,92,142,33.3,6.7,30,173,C
38,1,163.1,61,0.265,77,123,32.4,21.8,37,170,A
38,1,166.2,60.4,0.232,63,125,22.7,26.6,28,151,B
52,0,163.4,61.3,0.169,82,139,39.3,19.5,51,203,A
31,0,177.8,89.3,0.249,78,145,55.5,9.5,35,185,C
54,1,157.1,66.2,0.399,79,136,27.2,17.4,27,126,B
24,0,170.6,69.9,0.03,75,123,52.4,23.9,60,280,A
28,0,174.5,69.4,0.161,63,109,35.8,19.5,53,195,D
35,0,171.5,76.2,0.189,79,127,42.3,18.4,55,214,C
25,0,171.4,69.4,0.157,87,141,41.2,19,45,232,B
32,0,164,65.8,0.206,93,143,36.3,4.8,37,191,C
27,1,160.4,55.68,0.243,60,124,29,24.5,64,173,A
63,0,166.8,58.4,0.207,77,122,33,10.4,30,181,C
26,0,167.3,63.3,0.124,69,140,40.7,18.1,56,277,B
28,0,167.8,65.5,0.175,88,149,53.6,16.2,40,220,C
35,1,159.4,55.7,0.301,77,117,21.2,21.8,30,156,C
56,0,171.4,75,0.235,80,154,44.9,18.7,36,180,A
24,1,166.6,66,0.302,53,128,31.3,22,40,165,B
42,0,181.6,79.6,0.256,77,144,45.5,7.6,43,229,C
27,0,180,92.6,0.292,91,151,38.5,3.2,40,207,D
46,0,172.5,78.7,0.22,99,139,52.3,9.1,38,218,B
28,0,173.3,70.8,0.246,84,140,45.4,11.6,53,232,C
48,0,175.3,96.7,0.307,94,153,30.7,-8.7,26,185,D
28,0,171.6,62.2,0.108,75,118,40.9,11.4,39,235,C
37,0,169.3,73.84,0.277,83,149,38.9,15.6,45,183,D
35,0,168.1,67.1,0.177,81,125,40.4,14.5,44,228,B
37,0,170,83.6,0.208,97,159,62.3,25.3,57,224,B
28,1,167,60.5,0.195,72,127,25.2,20.8,47,210,A
30,0,171.5,70.7,0.222,82,119,45.5,16.1,66,228,A
50,0,167.8,76.1,0.248,82,122,43.9,13.9,50,193,A
22,1,167.4,66.2,0.34,62,110,28.5,11.2,38,0,C
46,0,170,77.1,0.248,99,145,43.3,8.4,31,200,C
31,1,165.1,55.1,0.257,79,114,23.7,0,27,136,D
54,1,164.6,67.1,0.299,85,135,30.9,23.6,37,168,A
36,1,155.4,49.9,0.2417116,73,117,27.5,20.8,32,159,A
37,0,171.9,96.6,0.386,117,155,39.5,14.4,18,193,D
37,0,172,73.1,0.141,88,137,56,14.3,38,242,C
21,0,183.5,88.7,0.27,82,134,49.5,-5.3,26,201,D
62,1,152.7,59.8,0.335,47,98,21.7,20.7,19,124,D
47,1,153.5,54.4,0.314,80,137,28.1,18.1,31,117,C
24,1,160.4,58.7,0.291,77,115,29.6,22.1,54,187,A
26,0,174.8,81.8,0.227,79,130,47.1,23.2,48,238,B
29,1,161.1,55.9,0.328,60,137,25,16,3,122,D
60,1,155.1,52.2,0.318,67,114,21.5,24,30,116,B
45,0,174.5,87.7,0.319,99,146,48.9,3.3,35,182,D
61,1,164.7,82.3,0.437,85,145,23.5,15.2,0,51,D
63,0,163.9,57.6,0.2,78,148,40.9,15.9,33,182,A
22,1,152.9,45,0.208,72,107,24.9,22.4,46,182,A
21,0,185.9,69.5,0.119,61,109,38.8,13.4,54,208,B
32,0,177.3,77.5,0.155,74,117,52,22.3,58,252,A
26,1,164.5,63.2,0.282,83,131,35.9,18.6,41,166,A
22,0,179.3,75.1,0.167,76,130,52,6.3,53,182,C
28,1,159.5,48.8,0.243,77,141,23.6,24,43,173,A
28,1,160.6,53.3,0.224,89,141,26.4,19,52,157,A
30,1,167.2,61,0.343,69,97,29,20.5,41,170,A
26,1,159.3,49,0.209,77,135,21.3,21.1,54,171,B
63,1,156.9,55.9,0.313,88,160,25.6,6,4,60,D
22,1,164.2,47.4,0.223,67,125,21.4,22.4,44,190,B
23,0,173,66.8,0.12,54,115,41,18.5,63,262,A
42,0,172.2,70.9,0.205,81,142,39.3,17.5,44,216,B
24,0,172,70.6,0.147,62,112,50.1,7.8,59,218,C
33,0,186.8,117.5,0.283,78,133,64.9,19.3,49,213,D
34,0,170.6,71.7,0.097,69,115,50.5,25.4,65,268,A
24,1,168.2,54,0.159,66,102,24.1,27.5,39,159,B
22,1,164.3,59.44,0.283,80,120,28.9,14.4,45,179,C
33,1,154,54.7,0.339,78,123,22.5,18.3,28,136,D
60,0,165.5,74.2,0.352,95,158,31.9,7.4,27,146,B
25,0,171,77.4,0.22,84,151,44.1,17.4,49,223,B
27,0,182,80.8,0.241,78,141,40.5,-1.6,52,222,D
26,0,177,79,0.17,74,124,53.6,21.2,58,218,B
56,1,159.5,50,0.285,90,122,24.7,25.7,25,139,A
63,0,159.3,64.6,0.249,75,139,34.7,8.1,23,181,C
22,0,169.3,62.3,0.172,70,116,40.9,3.7,42,217,D
24,1,160.7,58.2,0.285,57,98,30.5,21.5,31,187,B
38,0,173.5,77.7,0.247,96,151,46.9,13.1,39,215,B
54,0,171.5,72.9,0.208,88,145,40.5,26.2,29,164,C
25,0,182,93.5,0.221,94,145,53.1,21.2,47,192,C
59,1,148.2,53.3,0.374,84,133,20.3,14,9,94,D
22,1,163.2,52.4,0.227,85,131,27.5,29.1,40,185,A
24,1,167.9,55.9,0.289,55,111,27.2,9.8,21,170,D
24,1,164.9,55.4,0.203,69,117,28.3,24.6,47,168,A
22,0,175.6,96.4,0.366,95,158,41.5,-0.4,34,159,D
55,1,161,61.9,0.356,92,160,25.1,16.3,13,110,C
46,1,163,63.8,0.346,64,120,17.2,-4,0,110,D
22,1,168.6,71,0.339,77,128,27,30.6,30,212,B
26,1,162.1,56.9,0.2514121,73,119,33,24.2,37,147,B
29,0,166.8,69.2,0.265,78,129,34.6,10,35,183,D
46,0,167.2,71.1,0.276,93,154,37.3,9.1,28,196,D
61,0,161.1,66.1,0.28,82,142,42.7,4,37,173,D
21,0,173.7,73,0.164,64,117,47.2,2.2,35,211,D
32,1,151.2,52.4,0.317,90,133,23,19.7,33,104,A
27,0,171.8,74.8,0.241,77,132,39.9,15.1,45,211,B
22,0,179.4,70.5,0.178,72,113,41.1,22.2,51,222,B
58,0,177.7,73.9,0.19,83,143,43,12.7,31,170,B
26,0,172.3,65.9,0.144,73,121,43.1,11.7,50,237,B
21,1,164.2,64,0.297,61,115,26.5,19.9,47,175,A
59,0,169.4,75.9,0.245,77,137,40.1,15.9,27,191,C
24,1,173.3,65.3,0.336,77,118,26.5,8.4,13,131,D
45,0,168,62,0.122,87,133,37.8,20.2,54,211,A
22,0,179.4,78.6,0.165,86,155,56.2,18.2,56,245,A
35,0,191.6,125.7,0.352,85,156,58,9.2,52,228,D
28,0,169.1,64,0.226,94,144,33,12,49,200,B
29,1,158.4,57.22,0.278,59,124,27,26.1,43,142,B
60,0,169.7,73.9,0.281,80,130,41.2,11.1,35,165,B
22,0,184.9,73.9,0.102,97,156,56.8,18.2,67,275,A
21,1,172.8,54.8,0.25,77,110,20.9,18.8,39,172,C
37,0,173.4,70,0.225,97,137,46.1,6.8,39,228,C
35,1,154,47.6,0.239,84,129,21.9,24.5,34,149,A
26,1,170,58.9,0.183,71,123,33.3,25,37,161,A
57,1,161.3,59.8,0.291,73,135,23.1,15.3,7,119,D
29,0,177.9,65.2,0.106,95,148,44.5,18.6,53,239,B
35,0,181.5,98.5,0.228,80,122,61.4,18,56,205,A
38,0,167.7,67.9,0.156,76,139,39,20.9,57,225,B
28,0,164.3,63.2,0.262,84,131,44.3,5.3,43,221,D
63,0,167.4,59.8,0.22,89,157,37.8,11.7,19,184,C
47,0,167.8,68.8,0.148,76,142,52.2,22.4,60,230,A
57,0,168.2,74.5,0.202,96,158,46.8,5.8,35,197,C
30,0,180,85.08,0.131,68,116,56.9,26.4,57,226,A
35,0,164.6,66,0.157,78,135,36.4,27.3,46,198,B
24,0,165.7,63.5,0.2,83,121,36.4,19.1,36,273,D
28,1,158.6,45.8,0.242,76,118,20,18.3,29,158,B
59,0,174.5,72.4,0.2,88,135,42,15.8,39,194,B
42,0,172.1,65.74,0.223,77,130,36.3,3.7,26,214,D
45,0,164.7,56.1,0.141,88,136,41,14.5,48,216,A
51,1,163.3,55,0.256,78,140,27.6,16.4,25,126,B
39,1,162.1,45,0.194,74,127,24.3,19.6,27,169,B
40,0,169.5,75.6,0.281,75,134,47,19.1,28,209,D
25,1,163.5,56.18,0.282,67,100,24.9,12.8,27,161,C
58,1,155.6,82,0.471,97,157,22.1,5.1,12,95,D
29,0,181.2,94.72,0.158,90,151,43.6,16.6,53,260,A
24,0,172.1,72.4,0.161,83,155,42.5,7.7,57,234,D
58,0,167.5,65.5,0.178,83,158,43.6,9.7,34,180,B
38,1,156.3,44.9,0.243,55,107,23.9,-2.7,23,133,D
62,0,172.1,71.52,0.237,64,106,37.2,3,42,185,C
35,1,156.4,48.5,0.182,77,129,29.7,28.6,38,168,A
31,1,159.3,47.9,0.192,96,125,27.4,25.4,57,211,A
51,0,163.5,53.8,0.173,76,124,35.7,16.3,44,193,A
24,0,174.9,75.1,0.182,79,122,39.7,15,44,200,C
30,0,175.2,71.5,0.126,96,145,45.2,18.1,47,224,A
36,0,172.5,80.8,0.199,86,124,49.3,17.5,55,212,B
36,1,158.5,53.56,0.195,74,122,27.1,19.1,43,185,A
26,1,160,62.4,0.313,69,118,32.5,21.9,42,177,A
39,0,175.5,88.1,0.31,97,159,50.1,27.3,37,194,D
28,0,169.1,70.8,0.28,74,125,38.3,12.3,38,205,C
31,0,175.1,76.2,0.197,80,152,44.8,17.9,48,240,A
32,0,167.1,69.5,0.26,51,117,46.5,8.6,42,201,C
21,1,153.9,58.8,0.323,72,141,28.7,19.2,45,167,B
60,0,164.3,74,0.293,91,134,32.9,16,28,191,B
23,0,172.8,76.4,0.184,75,125,34.6,14.5,58,226,C
21,0,186.4,92.5,0.112,75,124,47,24.9,71,255,C
45,1,164,51.7,0.245,66,113,19,-14.3,12,150,D
31,0,168.5,68.2,0.196,79,121,50.4,23.6,54,223,A
31,0,168.4,63.38,0.194,77,130,44.2,17.5,51,227,A
26,0,169.9,95.5,0.33,91,152,43.8,11.9,30,190,D
43,1,162.7,51.1,0.255,56,108,17.1,17.1,20,136,C
28,1,168.6,60.2,0.245,77,131,30,18.9,32,159,C
21,0,157.5,45.5,0.112,80,133,31.1,4.6,41,216,D
26,0,170.3,64.6,0.166,70,109,38.2,2.1,53,228,D
21,1,168.2,77.9,0.316,69,116,34.4,17.5,48,176,C
21,0,169.3,71.1,0.212,85,128,50.1,17.1,58,234,C
37,0,172.1,72.5,0.281,88,119,34.2,16.8,31,194,D
61,0,167.2,69.7,0.261,89,147,36.1,2.3,32,145,C
29,1,160.7,49.24,0.22,84,119,29.2,19.4,44,197,A
59,1,163.3,62.54,0.348,81,151,24.2,22.5,34,135,A
21,0,173,70.3,0.112,76,138,43,15.4,54,260,B
21,0,171,67.3,0.11,67,120,49.7,22.5,57,260,A
26,0,176,80.5,0.12,73,135,48.7,20.2,61,245,A
31,0,166.9,73.6,0.266,95,156,45.1,17.3,53,202,A
25,1,158.1,56.3,0.296,60,105,21.9,6.1,19,141,D
23,1,166,55.8,0.264,63,108,27,21,38,165,B
36,0,170.4,66,0.171,95,136,40.8,19.7,55,239,A
25,1,163.8,54.2,0.358,72,107,26.6,19.3,35,156,A
44,0,185.6,87.1,0.195,99,159,51.6,14.2,41,225,B
34,0,158.3,64.1,0.255,92,158,40,18.5,47,204,D
64,0,160.5,67.9,0.267,91,157,41.3,6.5,27,180,D
23,1,158.7,67.2,0.368,83,133,31.1,15.9,32,156,B
42,1,165.4,65.9,0.157522,77,118,38.5,26.2,50,184,A
28,1,159.6,50.8,0.273,77,120,21,17.6,36,174,B
22,0,176.5,69.88,0.17,79,159,43.2,16.9,50,220,B
61,0,167.4,57.1,0.197,64,125,34.7,3.4,33,161,C
22,0,166,76.1,0.191,77,140,37.1,17.8,61,226,A
32,0,163.5,70.4,0.256,86,132,34.8,15.7,46,196,D
56,1,158.6,59.74,0.271,80,120,23.2,22,20,156,B
25,0,170.7,66.8,0.159,70,132,48.5,20.2,56,245,A
21,0,185.8,83.6,0.134,90,142,45,-6.2,59,232,D
23,1,152.7,48.08,0.27,66,126,29.3,21,41,182,A
28,1,153.6,54.7,0.39,74,117,22.5,16,38,137,C
23,0,172,72,0.286,80,120,29.2,1.8,45,213,D
45,1,155.9,58.2,0.372,80,110,27.9,18.6,19,146,C
60,0,172.5,73.9,0.212,76,137,40,13.5,36,189,B
33,0,168.7,62.3,0.227,63,113,35.2,-6.9,28,195,D
53,0,170.4,68.8,0.234,96,146,41.6,13.2,47,218,B
22,0,169,73.8,0.177,62,127,40.7,12.7,63,236,C
45,0,167.4,82.9,0.334,87,145,39.3,2.8,17,185,D
31,0,185.3,93.14,0.19,89,149,44.3,14.5,51,230,C
25,0,185,88.1,0.18,66,123,42.7,5.3,45,222,C
39,0,169.9,62.7,0.199,67,130,39,24.8,57,192,C
22,1,163.3,57.2,0.252,66,112,30,12.9,30,138,C
26,0,181.9,87.3,0.248,68,125,47.7,5.8,49,193,C
35,1,151.7,44.1,0.266,87,128,20.2,15.2,21,113,C
28,0,180.1,75.4,0.185,65,135,51.8,9,58,220,C
39,0,184.4,85.7,0.185,92,138,49.8,13.7,46,223,D
29,0,171.5,75.36,0.271,88,156,42.5,21.9,51,217,D
40,0,180.1,82.4,0.151,88,130,54.7,20,50,210,A
46,0,168.4,75,0.19,74,119,44,16.4,41,195,B
29,1,159.6,61.9,0.383,79,113,24,20.3,27,146,C
26,0,165.9,68.7,0.165,73,157,54.1,24.5,68,220,A
36,0,176.7,72.7,0.097,72,114,50.6,14.4,48,212,A
27,1,174.4,64.4,0.291,81,109,34,21.5,45,156,A
36,0,168,83.5,0.229,87,139,55.9,13,61,222,B
24,1,161.7,50,0.248,75,122,18.2,15.5,20,114,D
26,1,163.5,52,0.193,68,119,27.9,25.5,40,184,A
23,1,175.1,70.8,0.342,93,136,31.3,24.4,40,179,C
48,1,153,51.7,0.275,81,144,24.2,16.4,24,132,C
56,0,162.7,74.8,0.313,79,140,36.6,3.9,24,160,D
23,0,179,78.6,0.175,60,139,38.8,16.5,64,263,C
44,0,167.1,59.9,0.188,85,121,42.1,14.9,42,206,B
21,1,163.3,45.3,0.17,70,110,21.8,1.2,18,140,D
42,0,174.7,76.2,0.205,77,113,43.4,23.4,34,239,D
52,1,159,59.5,0.3,99,157,24.5,23,32,160,B
26,0,171.1,72.7,0.263,84,145,38.9,7.2,41,199,C
29,0,184.3,89.5,0.178,77,127,54.7,21.7,54,234,B
21,1,163.4,55.92,0.309,85,116,28.3,31.5,43,186,A
60,1,162.6,63.2,0.344,81,123,22.5,16.2,11,120,C
25,1,163.5,54.5,0.25,79,112,26.1,25.4,41,175,A
23,0,162.6,63.8,0.179,69,130,39.1,5.2,45,191,D
24,1,163.7,61,0.383,89,122,17.6,7.9,0,113,D
53,0,180.8,78,0.259,81,140,39.1,0.1,22,187,D
51,1,159.6,79.9,0.438,87,138,19.6,11.1,14,160,D
37,1,163.9,67,0.3,54,106,27.9,6,24,180,D
37,1,155,71.1,0.246,75,123,26.3,6.7,22,144,D
37,0,172.6,78.26,0.307,120,158,40.1,6.6,28,199,D
23,0,175.2,70.8,0.155,66,114,44.4,11,44,196,C
61,1,153.3,52.3,0.37,69,113,15.8,16.8,10,118,C
50,0,167.8,69.6,0.242,97,166,41.7,14.8,58,212,A
38,1,170.6,62.8,0.328,81,129,19.2,19.1,21,172,C
35,0,179,79,0.135,91,140,56.7,29.3,62,259,A
26,1,154.5,60.4,0.338,76,126,26.5,22.3,28,165,B
25,0,172.5,62.4,0.063,76,118,41.8,18.7,53,241,A
62,0,176.5,70.9,0.191,76,129,31.9,3.6,28,151,C
34,1,159.4,69.2,0.359,78,133,31.2,22.4,31,168,B
32,1,153.6,49.4,0.319,66,115,19.6,24.8,33,135,C
27,1,166.3,52.3,0.265,98,129,30,20.5,43,146,B
33,0,169.3,71.1,0.2,79,136,45.8,17.2,52,223,C
30,0,172.9,82.7,0.249,75,131,52.3,-7.5,28,203,D
56,0,168.9,72.28,0.216,98,146,38.5,16.8,36,182,A
29,0,187,85.3,0.146,95,151,54.5,17,59,234,A
36,0,167.9,65.5,0.187,68,150,47.2,21.7,57,247,A
47,1,158.2,55.9,0.2714,96,141,26.8,6.3,19,129,D
64,1,153.3,66.3,0.385,83,151,28.1,21.3,29,118,A
55,0,172.9,67.5,0.187,70,113,42.4,8,32,183,C
27,1,151.5,49.8,0.311,73,117,25.7,18.7,37,165,A
38,1,166.6,64.6,0.203,95,145,30.8,23.6,42,168,A
24,0,174.8,72.4,0.116,85,148,54.6,17.5,52,259,B
41,1,165.2,67.5,0.304,72,123,27.4,19.9,35,177,C
58,1,157.8,57.6,0.32,79,128,27.4,19.8,19,148,B
28,0,178,82.2,0.293,80,123,32.5,23.6,36,214,D
23,1,163.1,55.2,0.323,70,95,25.1,12.8,23,133,C
58,0,168.7,76.1,0.275,84,139,34.5,2,0,0,D
21,1,158,52.4,0.309,77,112,27.6,27.1,34,170,C
34,0,171.1,68.4,0.185,66,106,39,18.7,52,232,A
50,0,177.8,86.3,0.263,85,136,54.1,11.3,27,205,D
62,1,149.1,60,0.371,82,139,22.5,17.4,20,119,B
27,0,174.5,76.8,0.146,91,154,51.9,16,58,237,A
52,0,145.8,58.6,0.458,86,138,19.9,13.2,10,50,D
44,1,155,62,0.318,62,106,28,26.5,19,160,D
23,1,168.8,59.3,0.187,82,106,30.1,24.2,39,216,A
59,0,170.8,72.3,0.242,72,117,40.1,11,29,184,B
24,0,181.4,86.8,0.193,72,138,51.8,18,46,242,C
28,0,178,83.46,0.194,84,147,48.6,25.3,55,231,A
60,1,169.3,61.3,0.261,79,131,31.9,22.8,30,164,A
41,0,176,78.4,0.228,93,153,43.8,16.3,46,205,B
60,0,164.7,55.8,0.177,83,147,27.2,14.1,27,165,B
57,1,154.3,62.7,0.302,72,128,24,21.8,29,147,B
23,1,165.9,55.5,0.269,70,121,19.6,18.7,48,155,D
33,0,172.7,66.1,0.183,70,107,42.4,18,51,221,A
37,1,167.8,70,0.356,85,120,26.1,-2.8,13,142,D
63,0,167.6,57.5,0.15,85,138,43,12.6,28,197,B
26,0,172.1,73,0.178,79,141,52.9,11.6,47,214,B
26,1,170.4,66.8,0.243,85,126,24.3,16.2,48,153,C
63,1,150.2,51.9,0.374,77,142,19.8,18.8,19,123,B
21,0,177.6,74.5,0.784,69,122,44.9,26.1,59,235,A
57,0,175.5,82.3,0.254,85,152,42.5,10.4,27,183,D
26,0,172,76.7,0.292,88,141,39.1,-25,22,197,D
50,0,173.6,68.9,0.223,87,144,42.2,16.4,56,195,A
43,1,159.9,56.4,0.258,64,111,25,17,23,165,C
61,0,177.8,78.1,0.151,71,127,51.9,3.5,47,140,C
21,0,172.5,71.3,0.206,69,143,37.3,16.2,37,222,D
56,0,167.3,54.7,0.187,64,116,36.6,20.5,38,205,B
39,0,178.3,80.3,0.21,73,126,49.7,8.9,36,201,C
61,0,159.4,56.3,0.252,82,159,28,4.8,26,169,D
26,1,158.2,60.9,0.325,80,120,34,26,50,173,A
25,0,171.9,80.5,0.29,76,115,41,14.2,15,202,D
29,1,162.5,57.2,0.335,78,114,24.7,19.8,36,167,A
25,1,159,50.3,0.201,60,130,29.8,20.7,44,186,A
45,1,159,50.1,0.16,81,136,32.6,28.8,59,212,A
27,0,176,70.8,0.167,70,114,60.2,17.2,66,241,B
27,1,168.1,72.7,0.337,84,145,28.5,8.1,25,121,D
26,0,176.1,73.7,0.181,62,126,42.4,17.9,57,234,B
50,0,165.5,71.6,0.195,80,146,45.1,0.8,45,217,D
22,0,170.3,63.1,0.169,74,122,31.7,14.9,51,206,C
35,0,168.1,67.6,0.111,69,115,47.3,26.7,65,214,A
27,0,171,63.5,0.147,96,144,35.6,2.7,47,229,D
24,0,170.2,79.7,0.132,93,149,51.7,17,64,259,D
25,0,162.9,60.3,0.274,69,108,35.1,9.5,38,195,C
21,0,171.9,61.4,0.176,99,131,32.1,8.3,44,194,C
64,0,163.4,62.1,0.273,89,146,35.1,15.5,27,175,B
21,0,179.1,70.5,0.12,96,154,46.5,9.3,47,240,C
60,1,153.2,50.2,0.326,78,143,28.1,20.4,3,118,D
52,0,169.3,68.8,0.235,92,132,44.1,11.3,36,182,B
35,0,173.7,68.5,0.232,87,142,43.5,13.5,43,195,B
35,0,169.7,97.26,0.336,94,139,43.3,5.3,24,200,D
58,0,177.4,73.2,0.158,72,144,20.5,17.9,36,194,A
41,0,170.2,85.4,0.213,89,130,49.1,13.4,42,225,B
23,0,182.8,88.8,0.288,80,151,42.1,16.4,55,221,D
47,0,176.5,77,0.159,98,153,40.1,19.4,47,213,B
30,0,180.3,89.2,0.168,68,127,60.2,18,61,260,C
62,1,162.8,58.2,0.238,73,138,22,20,26,120,B
48,0,179.2,79.7,0.273,73,120,42,17,31,215,D
57,1,160.4,62.4,0.327,69,123,24.9,19.5,15,148,B
32,0,175.7,61.3,0.196,75,128,41.1,-2.5,35,198,D
30,0,167.2,60.6,0.223,87,141,44.9,9.6,41,193,B
23,0,168.7,61,0.121,76,111,36.3,24.4,59,242,B
23,0,179.6,67.6,0.17,97,137,37.8,14.9,44,175,C
61,0,177.5,68.4,0.213,65,112,39.7,3.5,24,197,C
53,1,163.9,60.8,0.35,89,145,21.3,4.1,17,130,D
27,1,163.2,53.8,0.233,88,148,29.1,20.1,41,201,A
47,1,164.7,55.3,0.28,68,101,22.6,19.5,26,138,B
47,1,159.9,52,0.252,61,96,27.4,24.4,31,164,A
34,0,175.6,89.5,0.259,89,135,44.8,16.5,42,206,D
27,0,173.6,69.2,0.09,77,127,50,21,51,245,A
21,1,152.5,47,0.369,67,109,17.5,1.3,9,139,D
22,0,187,101.3,0.263,75,133,47,8.6,56,242,D
21,1,160.7,49.6,0.284,88,132,24.6,21.1,56,166,A
38,0,176.6,69.1,0.114,75,141,43.9,27.5,53,250,A
32,0,176.1,75.5,0.184,86,148,55.7,6.6,53,210,C
54,1,156.8,60.6,0.302,86,108,33.4,24,34,162,C
23,1,155.8,50.4,0.263,67,97,23.9,19.2,32,162,B
26,0,176.3,75.02,0.155,94,137,43,11.3,54,216,C
22,1,170.8,66.5,0.326,84,138,27.5,22.7,37,166,A
61,0,167,62.92,0.195,78,129,31.5,2.6,36,181,C
32,0,179.3,86,0.235,84,135,52.6,10.5,46,192,B
48,0,175,84.3,0.292,96,137,37,-2.4,24,171,D
37,1,161.2,53.6,0.305,70,122,25.4,21.1,19,173,D
34,0,169.4,77.1,0.228,90,150,51.5,25.9,47,217,B
26,1,165.3,55.4,0.268,71,122,26.3,24.6,28,156,B
45,1,149,45.9,0.303,88,121,20.5,6.7,22,138,D
21,0,174.4,72.8,0.177,66,110,49.9,17.8,42,229,C
30,1,161.9,67.9,0.165,81,127,44.1,25.1,39,222,B
48,0,168.1,68,0.293,97,149,37,-0.2,17,169,D
29,1,163,58.9,0.286,82,115,26.1,23,44,165,B
58,1,160.2,57.2,0.425,68,106,22.2,14.5,12,103,D
39,1,159.8,53.7,0.263,91,146,30,20.9,36,185,A
26,0,183,71.1,0.154,69,109,40.3,18.7,54,222,B
26,1,160.7,70.4,0.381,69,123,28.4,17.6,33,165,B
39,0,173.9,65.5,0.111,81,130,47.8,16,54,255,A
26,0,186,79.3,0.235,70,140,50.9,5.3,45,176,D
21,0,178.7,65.4,0.114,44,140,43,18.5,56,237,A
21,0,172.8,79.5,0.205,63,126,48,0.9,53,227,D
43,0,175,69.5,0.151,90,140,38.3,19.8,51,227,A
33,0,184.5,108.3,0.302,87,152,58.7,16.7,50,224,D
28,0,172,68.6,0.148,64,121,50,15.5,52,242,A
30,0,179,68.8,0.123,63,103,52,19,54,233,A
61,1,159.6,63.1,0.323,62,115,22.4,12,18,117,C
26,0,183.3,77.7,0.183,74,132,43.6,14.3,50,218,B
44,1,156.3,62.1,0.352,54,122,26.9,13.3,37,155,D
54,0,174.4,74.4,0.237,80,135,34.8,8.3,29,160,D
31,0,168.1,74.4,0.25,81,156,40.1,17.6,40,195,D
51,0,166.1,70.9,0.254,96,147,52.3,13.7,54,207,B
59,0,178.9,83.6,0.205,79,127,46.9,8.6,42,180,D
27,0,182.6,74.42,0.194,79,116,51.4,19,57,226,A
42,1,158.1,62.1,0.291,72,130,30.4,20.1,32,146,B
21,1,172.9,68.36,0.34,70,115,21.9,24,42,178,D
59,1,153.4,53.3,0.25,89,149,28.8,14,30,128,C
27,0,178.8,66.4,0.112,78,144,43.9,8.9,39,268,C
21,0,172.6,71.7,0.134,86,130,51.2,13.6,62,232,B
22,1,165.3,51.5,0.228,94,130,25.2,28.5,57,173,A
28,1,165,76.5,0.217,56,107,39.6,23,39,185,A
23,0,172.5,67.5,0.179,67,112,49,2.2,57,241,D
27,0,176.5,70,0.151,85,139,65.3,20.5,51,219,B
26,0,179.9,82.5,0.184,93,133,46.4,22.7,31,248,D
56,1,159.5,53.9,0.313,70,124,20.7,32,24,135,B
22,1,158.9,52.6,0.296,65,120,17.2,20.4,23,137,D
49,0,167.7,72,0.249,86,129,43.1,21,41,209,B
24,1,161.1,48.1,0.218,63,102,29.6,24.7,46,164,A
39,0,171.8,70.1,0.187,93,138,55.5,15.8,58,220,A
23,0,183.2,74.4,0.095,63,118,53.7,13.9,64,218,B
